City,Customer Age,Customer Name,Customer Segment,Discount,Number of Records,Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Region,Row ID,Sales,Ship Date,Ship Mode,Shipping Cost,State,Unit Price,Zip Code
Laurel,49.0,Sanjit Jacobs,Consumer,0.08,1,2013-08-28,31616,Critical,45,0.35,Office Supplies,Small Box,Storex Duratech Recycled Plastic Frosted Binders,Binders And Binder Accessories,-156.4115,East,4435,182.7,2013-08-29,Regular Air,5.41,Maryland,4.24,20707
Laurel,49.0,Sanjit Jacobs,Consumer,0.04,1,2013-08-28,31616,Critical,46,0.37,Office Supplies,Small Box,Avery 481,Labels,36.96,East,4436,141.08,2013-08-29,Regular Air,0.99,Maryland,3.08,20707
Wilmette,49.0,Carlos Soltero,Consumer,0.05,1,2013-08-28,515,Not Specified,21,0.37,Furniture,Small Pack,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Office Furnishings,4.43,Central,86,146.69,2013-08-30,Regular Air,4.95,Illinois,6.64,60091
Wheeling,49.0,Carlos Soltero,Consumer,0.08,1,2013-08-28,515,Not Specified,19,0.5,Office Supplies,Medium Box,Holmes Hepa Air Purifier,Appliances,30.94,Central,85,394.27,2013-08-30,Regular Air,5.94,Illinois,21.78,60090
Hot Springs,49.0,Joe Elijah,Home Office,0.01,1,2013-08-28,55200,Medium,33,0.38,Office Supplies,Small Box,Plastic Binding Combs,Binders And Binder Accessories,-56.9135,South,7698,505.08,2013-08-30,Regular Air,10.13,Arkansas,15.15,71901
Hot Springs,49.0,Joe Elijah,Home Office,0.1,1,2013-08-28,55200,Medium,4,0.58,Technology,Small Box,Elite Series,Telephones And Communication,-830.72,South,7699,649.2385,2013-08-30,Regular Air,2.79,Arkansas,205.99,71901
Burlington,49.0,Eleni Mccrary,Corporate,0.05,1,2013-08-28,31239,Low,20,0.45,Technology,Small Pack,"Imation Neon 80 Minute Cd-R Spindle, 50/Pack",Computer Peripherals,196.36,East,4388,677.9,2013-09-02,Regular Air,1.99,Vermont,33.98,5401
Thomasville,49.0,Neil Knudson,Home Office,0.06,1,2013-08-29,58595,High,41,0.47,Furniture,Small Box,"Career Cubicle Clock, 8 1/4"", Black",Office Furnishings,-128.02,South,8192,812.21,2013-08-30,Express Air,14.39,North Carolina,20.28,27360
Menlo Park,49.0,Giulietta Dortch,Corporate,0.0,1,2013-08-29,9251,Medium,38,0.66,Furniture,Jumbo Drum,"Global Leather Task Chair, Black",Chairs & Chairmats,-400.33,West,1274,3632.6,2013-08-31,Delivery Truck,42.0,California,89.99,94025
San Bernardino,49.0,Jennifer Patt,Home Office,0.05,1,2013-08-29,39907,Low,12,0.75,Technology,Small Box,Fellowes 17-Key Keypad For Ps/2 Interface,Computer Peripherals,-99.38,West,5641,378.84,2013-09-07,Regular Air,4.0,California,30.73,92404
Pekin,49.0,Carlos Daly,Corporate,0.02,1,2013-08-30,32229,High,8,0.38,Technology,Medium Box,Canon Mp41Dh Printing Calculator,Office Machines,44.37,Central,4532,1219.19,2013-08-30,Regular Air,13.99,Illinois,150.98,61554
Elk Grove Village,49.0,Jim Radford,Corporate,0.02,1,2013-08-30,12929,Critical,19,0.77,Furniture,Jumbo Drum,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Chairs & Chairmats,-158.93,Central,1806,5297.47,2013-08-31,Delivery Truck,50.0,Illinois,270.98,60007
Albuquerque,49.0,Lauren Leatherbury,Corporate,0.07,1,2013-08-30,14597,Critical,35,0.41,Furniture,Small Box,Staples Plastic Wall Frames,Office Furnishings,-36.76,West,2048,266.64,2013-08-31,Regular Air,4.95,New Mexico,7.96,87105
Albuquerque,49.0,Lauren Leatherbury,Corporate,0.03,1,2013-08-30,14597,Critical,41,0.35,Office Supplies,Small Box,Gbc Velobinder Strips,Binders And Binder Accessories,-66.3665,West,2047,320.42,2013-08-31,Express Air,6.16,New Mexico,7.68,87105
Elk Grove Village,49.0,Jim Radford,Corporate,0.0,1,2013-08-30,12929,Critical,20,0.36,Office Supplies,Wrap Bag,Spiral Phone Message Books With Labels By Adams,Paper,29.68,Central,1807,95.3,2013-08-31,Regular Air,1.22,Illinois,4.48,60007
Pekin,49.0,Carlos Daly,Corporate,0.0,1,2013-08-30,32229,High,15,0.56,Office Supplies,Wrap Bag,Newell 310,Pens & Art Supplies,-0.12,Central,4533,28.68,2013-08-31,Regular Air,0.7,Illinois,1.76,61554
Smyrna,49.0,Neoma Murray,Small Business,0.07,1,2013-08-30,44613,High,34,0.36,Office Supplies,Small Box,Xerox 1934,Paper,939.43,South,6304,1911.69,2013-08-31,Regular Air,5.15,Georgia,55.98,30080
Statesboro,49.0,Neoma Murray,Small Business,0.03,1,2013-08-30,44613,High,45,0.4,Office Supplies,Small Box,Xerox 1963,Paper,-227.25,South,6306,245.55,2013-08-31,Regular Air,8.16,Georgia,5.28,30458
Smyrna,49.0,Neoma Murray,Small Business,0.03,1,2013-08-30,44613,High,17,0.6,Technology,Medium Box,Bell Sonecor Jb700 Caller Id,Telephones And Communication,-71.39,South,6305,120.751,2013-08-31,Regular Air,5.03,Georgia,7.99,30080
Crown Point,49.0,Christopher Schild,Corporate,0.1,1,2013-08-30,30372,High,1,0.55,Furniture,Small Pack,Aluminum Document Frame,Office Furnishings,-7.39,Central,4267,14.4,2013-09-01,Regular Air,2.85,Indiana,12.22,46307
Findlay,49.0,Karen Daniels,Consumer,0.06,1,2013-08-30,34530,Low,22,0.58,Office Supplies,Small Box,Fellowes Command Center 5-Outlet Power Strip,Appliances,493.03,East,4851,1516.13,2013-09-01,Express Air,0.99,Ohio,67.84,45840
Findlay,49.0,Karen Daniels,Consumer,0.03,1,2013-08-30,34530,Low,7,0.7,Furniture,Jumbo Box,"Iceberg Officeworks 42"" Round Tables",Tables,-364.873366,East,4853,1092.42,2013-09-04,Delivery Truck,16.01,Ohio,150.98,45840
Findlay,49.0,Karen Daniels,Consumer,0.09,1,2013-08-30,34530,Low,38,0.45,Technology,Small Pack,"Maxell Pro 80 Minute Cd-R, 10/Pack",Computer Peripherals,168.04,East,4852,612.49,2013-09-04,Regular Air,1.99,Ohio,17.48,45840
Coos Bay,49.0,Trudy Bell,Consumer,0.08,1,2013-08-31,50882,High,37,0.59,Office Supplies,Small Pack,Acme® Box Cutter Scissors,"Scissors, Rulers And Trimmers",-50.1,West,7134,366.84,2013-08-31,Regular Air,4.68,Oregon,10.23,97420
Santa Clara,49.0,Charles Crestani,Consumer,0.01,1,2013-08-31,17542,Low,37,0.36,Office Supplies,Small Box,Avery 49,Labels,43.37,West,2417,105.99,2013-09-02,Regular Air,0.5,California,2.88,95051
Redmond,49.0,Brooke Gillingham,Small Business,0.05,1,2013-08-31,33634,Not Specified,40,0.37,Office Supplies,Small Box,Xerox 213,Paper,-151.92,West,4723,271.34,2013-09-02,Regular Air,7.86,Oregon,6.48,97756
Lafayette,49.0,Nicole Fjeld,Small Business,0.05,1,2013-09-01,59939,Medium,42,0.84,Office Supplies,Wrap Bag,Serrated Blade Or Curved Handle Hand Letter Openers,"Scissors, Rulers And Trimmers",-66.74,South,8390,130.96,2013-09-01,Regular Air,1.92,Louisiana,3.14,70506
Lansing,49.0,Ralph Knight,Consumer,0.08,1,2013-09-01,45217,Not Specified,40,0.59,Technology,Small Box,2160I,Telephones And Communication,1864.656,Central,6372,6789.9275,2013-09-02,Regular Air,4.2,Illinois,200.99,60438
Colchester,49.0,Noel Staavos,Home Office,0.07,1,2013-09-01,17410,Low,45,0.55,Office Supplies,Small Pack,"Elite 5"" Scissors","Scissors, Rulers And Trimmers",-203.68,East,2404,372.01,2013-09-06,Regular Air,7.77,Vermont,8.45,5439
Boston,49.0,Noel Staavos,Home Office,0.04,1,2013-09-01,17410,Low,5,0.56,Technology,Small Box,5180,Telephones And Communication,-247.236,East,2403,284.6735,2013-09-06,Express Air,8.99,Ma,65.99,2111
South Lake Tahoe,49.0,Harold Dahlen,Corporate,0.05,1,2013-09-01,47683,Low,38,0.4,Office Supplies,Small Box,Avery Reinforcements For Hole-Punch Pages,Binders And Binder Accessories,-148.7985,West,6696,81.97,2013-09-08,Regular Air,4.77,California,1.98,96150
Cleveland Heights,49.0,Arthur Prichep,Home Office,0.03,1,2013-09-02,28064,Medium,43,0.44,Office Supplies,Wrap Bag,Prismacolor Color Pencil Set,Pens & Art Supplies,265.1,East,3938,856.45,2013-09-02,Regular Air,4.1,Ohio,19.84,44106
Cleveland Heights,49.0,Arthur Prichep,Home Office,0.08,1,2013-09-02,28064,Medium,1,0.38,Office Supplies,Wrap Bag,"Quartet Omega® Colored Chalk, 12/Pack",Pens & Art Supplies,-2.31,East,3939,6.75,2013-09-02,Regular Air,1.0,Ohio,5.84,44106
Marietta,49.0,John Dryer,Corporate,0.03,1,2013-09-03,2593,High,15,0.55,Furniture,Jumbo Drum,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Chairs & Chairmats,691.13,South,373,3841.72,2013-09-04,Delivery Truck,43.32,Georgia,243.98,30062
Centereach,49.0,Dennis Kane,Small Business,0.02,1,2013-09-03,16513,Critical,10,0.77,Furniture,Jumbo Drum,"Global Leather & Oak Executive Chair, Burgundy",Chairs & Chairmats,-423.2,East,2289,1642.43,2013-09-04,Delivery Truck,60.2,New York,150.89,11720
Idaho Falls,49.0,Shaun Chance,Corporate,0.02,1,2013-09-03,44005,Medium,7,0.52,Technology,Small Box,Us Robotics 56K V.92 External Faxmodem,Computer Peripherals,-270.48,West,6215,733.36,2013-09-04,Regular Air,19.99,Idaho,99.99,83402
Marietta,49.0,John Dryer,Corporate,0.1,1,2013-09-03,2593,High,5,0.35,Office Supplies,Small Box,Gbc Docubind 200 Manual Binding Machine,Binders And Binder Accessories,276.675,South,372,2004.12,2013-09-05,Express Air,19.99,Georgia,420.98,30062
Antioch,49.0,Nora Paige,Small Business,0.05,1,2013-09-03,2055,Critical,7,0.38,Office Supplies,Small Box,"#10- 4 1/8"" X 9 1/2"" Recycled Envelopes",Envelopes,-32.35,West,301,66.41,2013-09-05,Regular Air,8.29,California,8.74,94509
Albuquerque,49.0,Lauren Leatherbury,Corporate,0.06,1,2013-09-04,18145,Medium,47,0.54,Office Supplies,Wrap Bag,"Advantus Push Pins, Aluminum Head",Rubber Bands,-47.15,West,2492,270.32,2013-09-05,Regular Air,3.37,New Mexico,5.81,87105
Durango,49.0,Lauren Leatherbury,Corporate,0.0,1,2013-09-04,18145,Medium,21,0.49,Technology,Small Box,"At&T Black Trimline Phone, Model 210",Office Machines,-55.6104,West,2493,361.98,2013-09-05,Regular Air,9.4,Colorado,15.99,81301
Tucson,49.0,Ed Braxton,Home Office,0.03,1,2013-09-04,25952,High,50,0.55,Technology,Small Box,I270,Telephones And Communication,697.824,West,3631,2864.1005,2013-09-05,Regular Air,8.99,Arizona,65.99,85705
Winter Springs,49.0,Nora Pelletier,Corporate,0.09,1,2013-09-04,36295,Medium,10,0.35,Office Supplies,Small Box,Surelock™ Post Binders,Binders And Binder Accessories,68.102,South,5094,278.1,2013-09-06,Regular Air,2.99,Florida,30.56,32708
Radnor,49.0,Max Jones,Home Office,0.08,1,2013-09-04,999,Low,6,0.79,Office Supplies,Small Box,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Storage & Organization,-179.5,East,162,583.64,2013-09-11,Regular Air,19.99,Pennsylvania,95.43,19087
Maryland Heights,49.0,Bruce Stewart,Corporate,0.02,1,2013-09-05,36449,Not Specified,6,0.73,Furniture,Large Box,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Office Furnishings,-26.39,Central,5114,90.75,2013-09-05,Regular Air,14.37,Mo,12.99,63043
Oregon City,49.0,Becky Pak,Corporate,0.09,1,2013-09-05,9639,Not Specified,11,0.39,Office Supplies,Small Box,Avery 491,Labels,6.7,West,1319,43.57,2013-09-05,Regular Air,0.99,Oregon,4.13,97045
Oregon City,49.0,Becky Pak,Corporate,0.0,1,2013-09-05,9639,Not Specified,23,0.6,Technology,Small Box,8290,Telephones And Communication,516.186,West,1320,2610.894,2013-09-05,Regular Air,5.63,Oregon,125.99,97045
Oregon City,49.0,Becky Pak,Corporate,0.1,1,2013-09-05,9639,Not Specified,47,0.6,Furniture,Jumbo Drum,"Global Stack Chair Without Arms, Black",Chairs & Chairmats,-335.22,West,1318,1124.3,2013-09-07,Delivery Truck,14.36,Oregon,25.98,97045
Montclair,49.0,Bruce Stewart,Corporate,0.02,1,2013-09-05,36449,Not Specified,43,0.49,Furniture,Small Pack,"Dax Contemporary Wood Frame With Silver Metal Mat, Desktop, 11 X 14 Size",Office Furnishings,255.03,South,5115,927.82,2013-09-07,Regular Air,6.67,Virginia,20.24,22025
Carlsbad,49.0,Lisa Hazard,Home Office,0.01,1,2013-09-05,27843,Medium,26,0.66,Technology,Small Pack,"Maxell 3.5"" Ds/Hd Ibm-Formatted Diskettes, 10/Pack",Computer Peripherals,-92.04,West,3904,139.61,2013-09-07,Regular Air,4.93,New Mexico,4.89,88220
Montclair,49.0,Bruce Stewart,Corporate,0.09,1,2013-09-05,36449,Not Specified,27,0.8,Office Supplies,Wrap Bag,Plymouth Boxed Rubber Bands By Plymouth,Rubber Bands,-6.69,South,5116,123.37,2013-09-08,Regular Air,0.7,Virginia,4.71,22025
Texarkana,49.0,Cynthia Delaney,Corporate,0.02,1,2013-09-06,50054,Not Specified,41,0.61,Office Supplies,Small Box,Fellowes Bases And Tops For Staxonsteel®/High-Stak® Systems,Storage & Organization,182.46,South,7015,1439.96,2013-09-08,Regular Air,8.74,Arkansas,33.29,71854
Vincennes,49.0,Filia Mcadams,Small Business,0.05,1,2013-09-06,24806,Not Specified,20,0.36,Office Supplies,Small Box,Wilson Jones Impact Binders,Binders And Binder Accessories,-57.9945,Central,3487,112.03,2013-09-08,Regular Air,5.74,Indiana,5.18,47591
Texarkana,49.0,Cynthia Delaney,Corporate,0.0,1,2013-09-06,50054,Not Specified,50,0.52,Technology,Small Box,At&T 2230 Dual Handset Phone With Caller Id/Call Waiting,Office Machines,1370.26,South,7014,5369.46,2013-09-08,Regular Air,19.99,Arkansas,99.99,71854
Moreno Valley,49.0,Grant Thornton,Corporate,0.01,1,2013-09-06,5702,Not Specified,20,0.52,Technology,Small Box,Us Robotics 56K V.92 External Faxmodem,Computer Peripherals,199.73,West,799,2039.39,2013-09-08,Regular Air,19.99,California,99.99,92553
Roseville,49.0,Vicky Freymann,Home Office,0.09,1,2013-09-06,31872,Low,30,0.55,Furniture,Jumbo Drum,Hon Non-Folding Utility Tables,Tables,-265.122,Central,4472,4452.65,2013-09-10,Delivery Truck,60.0,Michigan,159.31,48066
Roseville,49.0,Vicky Freymann,Home Office,0.06,1,2013-09-06,31872,Low,34,0.38,Office Supplies,Small Box,Ames Color-File® Green Diamond Border X-Ray Mailers,Envelopes,1409.87,Central,4471,2833.19,2013-09-10,Express Air,5.01,Michigan,83.98,48066
Eagle,49.0,Victoria Pisteka,Corporate,0.07,1,2013-09-07,11014,High,39,0.36,Office Supplies,Small Box,"#10- 4 1/8"" X 9 1/2"" Security-Tint Envelopes",Envelopes,110.05,West,1531,286.81,2013-09-08,Regular Air,1.39,Idaho,7.64,83616
Tuscaloosa,49.0,Patrick Jones,Home Office,0.01,1,2013-09-07,58241,Critical,36,0.37,Office Supplies,Wrap Bag,Ecotones® Memo Sheets,Paper,38.63,South,8143,146.71,2013-09-08,Regular Air,1.3,Alabama,4.0,35401
Tuscaloosa,49.0,Patrick Jones,Home Office,0.05,1,2013-09-07,58241,Critical,36,0.82,Office Supplies,Wrap Bag,Martin-Yale Premier Letter Opener,"Scissors, Rulers And Trimmers",-95.3,South,8144,475.92,2013-09-08,Regular Air,4.59,Alabama,12.88,35401
Calexico,49.0,Victoria Pisteka,Corporate,0.05,1,2013-09-07,11014,High,13,0.4,Office Supplies,Small Box,Fellowes Binding Cases,Binders And Binder Accessories,1.156,West,1530,158.79,2013-09-09,Regular Air,5.63,California,11.7,92231
Hays,49.0,Sarah Foster,Corporate,0.03,1,2013-09-07,27876,Low,44,0.56,Office Supplies,Small Pack,Berol Giant Pencil Sharpener,Pens & Art Supplies,-70.54,Central,3910,777.63,2013-09-14,Regular Air,8.99,Kansas,16.99,67601
Massillon,49.0,Matt Connell,Corporate,0.05,1,2013-09-07,29894,Low,43,0.54,Furniture,Wrap Bag,Dax Wood Document Frame.,Office Furnishings,21.08,East,4206,606.98,2013-09-16,Regular Air,6.85,Ohio,13.73,44646
Massillon,49.0,Matt Connell,Corporate,0.09,1,2013-09-07,29894,Low,48,0.37,Office Supplies,Small Box,Xerox 1898,Paper,-162.54,East,4207,301.62,2013-09-16,Regular Air,6.92,Ohio,6.68,44646
Evans,49.0,Sam Craven,Home Office,0.08,1,2013-09-08,17666,Medium,11,0.6,Office Supplies,Small Pack,"Acme® 8"" Straight Scissors","Scissors, Rulers And Trimmers",-5.1,South,2430,141.07,2013-09-08,Regular Air,3.14,Georgia,12.98,30809
North Haven,49.0,Dianna Arnett,Home Office,0.09,1,2013-09-08,35777,Critical,35,0.55,Office Supplies,Wrap Bag,Newell 325,Pens & Art Supplies,5.91,East,5013,136.72,2013-09-10,Regular Air,1.23,Connecticut,4.13,6473
Evans,49.0,Sam Craven,Home Office,0.01,1,2013-09-08,17666,Medium,19,0.37,Office Supplies,Wrap Bag,Ecotones® Memo Sheets,Paper,21.74,South,2429,82.56,2013-09-10,Regular Air,1.3,Georgia,4.0,30809
Upper Saint Clair,49.0,Katrina Willman,Consumer,0.02,1,2013-09-09,59428,High,43,0.44,Furniture,Small Box,Howard Miller Distant Time Traveler Alarm Clock,Office Furnishings,-125.79,East,8319,1174.94,2013-09-09,Regular Air,19.46,Pennsylvania,27.42,15241
Eden,49.0,Ionia Mcgrath,Home Office,0.02,1,2013-09-09,50756,Not Specified,2,0.38,Office Supplies,Small Box,Self-Adhesive Address Labels For Typewriters By Universal,Labels,-6.12,South,7113,15.04,2013-09-09,Regular Air,0.49,North Carolina,7.31,27288
Upper Saint Clair,49.0,Katrina Willman,Consumer,0.05,1,2013-09-09,59428,High,36,0.69,Furniture,Jumbo Drum,Hon Valutask™ Swivel Chairs,Chairs & Chairmats,-728.18,East,8318,3602.12,2013-09-10,Delivery Truck,45.0,Pennsylvania,100.98,15241
Montgomery,49.0,Patrick Jones,Home Office,0.03,1,2013-09-09,6720,Not Specified,31,0.36,Office Supplies,Small Box,Wilson Jones Impact Binders,Binders And Binder Accessories,-93.7135,South,927,164.62,2013-09-10,Regular Air,5.74,Alabama,5.18,36116
Eden,49.0,Ionia Mcgrath,Home Office,0.08,1,2013-09-09,50756,Not Specified,19,0.75,Technology,Small Box,"Micro Innovations Micro 3000 Keyboard, Black",Computer Peripherals,-147.99,South,7112,470.39,2013-09-10,Regular Air,5.89,North Carolina,26.31,27288
Opelika,49.0,Patrick Jones,Home Office,0.01,1,2013-09-09,6720,Not Specified,8,0.39,Office Supplies,Small Box,Avery 48,Labels,17.63,South,929,53.89,2013-09-11,Regular Air,0.5,Alabama,6.3,36801
Opelika,49.0,Patrick Jones,Home Office,0.08,1,2013-09-09,6720,Not Specified,36,0.75,Furniture,Jumbo Box,O'Sullivan Living Dimensions 2-Shelf Bookcases,Bookcases,-1393.69,South,928,4225.77,2013-09-12,Delivery Truck,58.64,Alabama,120.98,36801
San Angelo,49.0,Allen Golden,Consumer,0.03,1,2013-09-10,36448,Medium,6,0.51,Office Supplies,Wrap Bag,Zebra Zazzle Fluorescent Highlighters,Pens & Art Supplies,0.43,Central,5112,36.65,2013-09-10,Regular Air,0.91,Texas,6.08,76903
Foster City,49.0,Barry Weirich,Corporate,0.05,1,2013-09-10,52448,Not Specified,22,0.57,Furniture,Jumbo Drum,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Chairs & Chairmats,803.48,West,7361,6767.43,2013-09-11,Delivery Truck,58.95,California,320.98,94404
Somerset,49.0,Barry Franz,Corporate,0.05,1,2013-09-10,36800,High,4,0.59,Office Supplies,Small Box,Belkin 6 Outlet Metallic Surge Strip,Appliances,-7.04,East,5170,58.44,2013-09-11,Express Air,4.5,Ma,10.89,2725
San Antonio,49.0,Allen Golden,Consumer,0.02,1,2013-09-10,36448,Medium,44,0.59,Office Supplies,Small Pack,Boston 16801 Nautilus™ Battery Pencil Sharpener,Pens & Art Supplies,105.37,Central,5113,964.09,2013-09-11,Regular Air,5.53,Texas,22.01,78207
Rose Hill,49.0,Brendan Sweed,Consumer,0.0,1,2013-09-10,50209,High,2,0.83,Office Supplies,Small Box,"Iris® 3-Drawer Stacking Bin, Black",Storage & Organization,-46.2,South,7034,53.3,2013-09-11,Regular Air,11.52,Virginia,20.89,24281
Puyallup,49.0,Alan Dominguez,Corporate,0.02,1,2013-09-10,9796,Critical,29,0.42,Technology,Small Pack,"Tdk 4.7Gb Dvd-R Spindle, 15/Pack",Computer Peripherals,501.99,West,1341,1222.59,2013-09-11,Regular Air,1.99,Washington,40.97,98373
Rose Hill,49.0,Brendan Sweed,Consumer,0.03,1,2013-09-10,50209,High,34,0.37,Office Supplies,Small Box,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Paper,823.26,South,7033,1863.02,2013-09-12,Express Air,6.79,Virginia,55.48,24281
Elyria,49.0,Guy Phonely,Corporate,0.1,1,2013-09-10,18213,Medium,29,0.36,Office Supplies,Small Box,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 Lbs., 14 7/8 X 11",Paper,21.6,East,2508,1111.23,2013-09-12,Regular Air,19.99,Ohio,40.99,44035
Fort Dodge,49.0,Matt Collins,Consumer,0.1,1,2013-09-11,6115,Medium,25,0.54,Furniture,Small Box,"Seth Thomas 13 1/2"" Wall Clock",Office Furnishings,78.86,Central,851,409.08,2013-09-12,Regular Air,5.03,Iowa,17.78,50501
Schererville,49.0,Jennifer Braxton,Small Business,0.02,1,2013-09-11,35141,Medium,29,0.4,Office Supplies,Small Box,Catalog Binders With Expanding Posts,Binders And Binder Accessories,469.2765,Central,4945,2046.81,2013-09-12,Regular Air,19.99,Indiana,67.28,46375
Lubbock,49.0,George Ashbrook,Small Business,0.1,1,2013-09-11,21025,Not Specified,38,0.48,Technology,Small Box,Logitech Access Keyboard,Computer Peripherals,-49.38,Central,2913,553.02,2013-09-13,Regular Air,6.5,Texas,15.98,79424
Boise,49.0,Roger Demir,Consumer,0.09,1,2013-09-12,21862,Not Specified,1,0.38,Office Supplies,Small Box,"Gbc Laser Imprintable Binding System Covers, Desert Sand",Binders And Binder Accessories,-14.352,West,3047,28.75,2013-09-12,Express Air,7.27,Idaho,14.27,83701
Lake Jackson,49.0,Philip Brown,Corporate,0.03,1,2013-09-12,52102,Medium,8,0.6,Office Supplies,Small Pack,Staples Slimline Pencil Sharpener,Pens & Art Supplies,-23.61,Central,7308,104.27,2013-09-12,Regular Air,5.81,Texas,11.97,77566
Boise,49.0,Roger Demir,Consumer,0.0,1,2013-09-12,21862,Not Specified,46,0.45,Office Supplies,Wrap Bag,"Avery Hi-Liter® Everbold™ Pen Style Fluorescent Highlighters, 4/Pack",Pens & Art Supplies,56.75,West,3049,385.05,2013-09-13,Regular Air,3.12,Idaho,8.14,83701
Boise,49.0,Roger Demir,Consumer,0.06,1,2013-09-12,21862,Not Specified,4,0.39,Technology,Large Box,Polycom Viewstation™ Isdn Videoconferencing Unit,Office Machines,-10263.6597,West,3048,19014.24,2013-09-14,Regular Air,24.49,Idaho,6783.02,83701
Atlantic City,49.0,Janet Martin,Corporate,0.0,1,2013-09-12,26276,Low,19,0.36,Technology,Medium Box,"Polycom Soundstation Ex Audio-Conferencing Telephone, Black",Office Machines,9224.1,East,3668,20329.8,2013-09-16,Regular Air,13.99,New Jersey,999.99,8401
Wellesley,49.0,Janet Martin,Corporate,0.0,1,2013-09-12,26276,Low,21,0.75,Furniture,Medium Box,Tenex Antistatic Computer Chair Mats,Office Furnishings,1040.62,East,3669,3685.38,2013-09-19,Express Air,13.99,Ma,170.98,2457
Pasco,49.0,Victoria Brennan,Small Business,0.01,1,2013-09-13,46599,Not Specified,4,0.63,Furniture,Medium Box,Deflect-O Glass Clear Studded Chair Mats,Office Furnishings,208.31,West,6555,284.0,2013-09-14,Express Air,10.84,Washington,62.18,99301
Greenville,49.0,Kelly Collister,Consumer,0.1,1,2013-09-13,6848,High,22,0.37,Office Supplies,Small Box,3M Organizer Strips,Binders And Binder Accessories,-125.442,South,942,116.84,2013-09-14,Regular Air,7.78,North Carolina,5.4,27834
Colorado Springs,49.0,Fred Harton,Home Office,0.02,1,2013-09-13,15303,Critical,21,0.36,Office Supplies,Small Box,"Avery® Durable Plastic 1"" Binders",Binders And Binder Accessories,-74.405,West,2143,101.13,2013-09-14,Regular Air,5.83,Colorado,4.54,80906
Myrtle Beach,49.0,Luke Schmidt,Home Office,0.03,1,2013-09-13,22882,Critical,10,0.36,Office Supplies,Wrap Bag,"Wirebound Message Books, 5-1/2 X 4 Forms, 2 Or 4 Forms Per Page",Paper,2.78,South,3189,71.24,2013-09-15,Regular Air,3.1,South Carolina,6.69,29577
Colorado Springs,49.0,Fred Harton,Home Office,0.02,1,2013-09-13,15303,Critical,18,0.7,Technology,Small Pack,"Imation Ibm Formatted Diskettes, 100/Pack",Computer Peripherals,-108.14,West,2144,526.45,2013-09-15,Regular Air,8.99,Colorado,28.48,80906
Midvale,49.0,Annie Thurman,Home Office,0.0,1,2013-09-13,36673,Low,20,0.8,Technology,Small Pack,Accessory6,Telephones And Communication,-129.14,West,5143,984.6315,2013-09-20,Regular Air,5.0,Utah,55.99,84047
Mehlville,50.0,Lycoris Saunders,Corporate,0.08,1,2013-09-14,41059,Medium,26,0.38,Office Supplies,Small Box,"Gbc Laser Imprintable Binding System Covers, Desert Sand",Binders And Binder Accessories,3.9185,Central,5786,363.16,2013-09-14,Express Air,7.27,Mo,14.27,63129
Mehlville,50.0,Lycoris Saunders,Corporate,0.04,1,2013-09-14,41059,Medium,45,0.71,Furniture,Jumbo Box,Bretford Cr8500 Series Meeting Room Furniture,Tables,2357.86,Central,5789,17884.53,2013-09-15,Delivery Truck,42.52,Mo,400.98,63129
Mehlville,50.0,Lycoris Saunders,Corporate,0.09,1,2013-09-14,41059,Medium,45,0.39,Technology,Medium Box,Polycom Voicestation 100,Office Machines,5455.96,Central,5787,12571.63,2013-09-15,Regular Air,13.99,Mo,300.98,63129
Texarkana,49.0,Dan Lawera,Corporate,0.07,1,2013-09-14,28033,High,16,0.59,Furniture,Jumbo Drum,Global Ergonomic Managers Chair,Chairs & Chairmats,337.29,Central,3933,2826.9,2013-09-16,Delivery Truck,26.2,Texas,180.98,75503
Texarkana,49.0,Dan Lawera,Corporate,0.04,1,2013-09-14,28033,High,37,0.59,Furniture,Jumbo Drum,Hon Multipurpose Stacking Arm Chairs,Chairs & Chairmats,297.79,Central,3934,7834.77,2013-09-16,Delivery Truck,64.2,Texas,216.6,75503
Mehlville,50.0,Lycoris Saunders,Corporate,0.0,1,2013-09-14,41059,Medium,21,0.55,Office Supplies,Wrap Bag,Newell 312,Pens & Art Supplies,24.53,Central,5788,128.86,2013-09-16,Express Air,1.2,Mo,5.84,63129
Ormond Beach,49.0,Linda Southworth,Consumer,0.06,1,2013-09-14,1542,Medium,47,0.56,Office Supplies,Small Box,Belkin Premiere Surge Master Ii 8-Outlet Surge Protector,Appliances,586.93,South,232,2150.25,2013-09-16,Regular Air,3.99,Florida,48.58,32174
Oviedo,49.0,Linda Southworth,Consumer,0.08,1,2013-09-14,1542,Medium,13,0.58,Office Supplies,Small Box,Steel Personal Filing/Posting Tote,Storage & Organization,27.2,South,233,448.0,2013-09-16,Regular Air,6.31,Florida,35.51,32765
